trial_index,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1769762767.0584688,1769762767.869065,0.8105754852294922,jab,0.0,0.0,,False,0.0
