trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770373003.7376707,1770373001.187389,,,,0.0,0.0,,False,0.0
1,1770373010.0375605,1770373007.537246,,,,0.0,0.0,,False,0.0
