trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770374205.3099093,1770374203.2764797,1770374205.3096838,2.0331783294677734,jab,0.0,0.0,,False,0.0
1,1770374211.526901,1770374208.9764633,,,,0.0,0.0,,False,0.0
