trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770373021.2375295,1770373018.6872795,,,,0.0,0.0,,False,0.0
1,1770373029.9378586,1770373027.437338,,,,0.0,0.0,,False,0.0
