trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770373243.1189144,1770373242.6549187,1770373243.118701,0.4637577533721924,jab,0.0,0.0,,False,0.0
1,1770373248.5207012,1770373247.9549263,1770373248.5205302,0.5655872821807861,cross,0.0,0.0,,False,0.0
2,1770373253.3816495,1770373252.4549344,1770373253.3814595,0.9265046119689941,cross,0.0,0.0,,False,0.0
