trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770371070.069647,1770371069.3728325,1770371070.0694175,0.6965551376342773,jab,0.0,0.0,,False,0.0
1,1770371073.4567664,1770371072.8229496,1770371073.4565396,0.6335616111755371,jab,0.0,0.0,,False,0.0
2,1770371076.6352007,1770371076.1230772,1770371076.634946,0.5118370056152344,jab,0.0,0.0,,False,0.0
