trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770373217.4952757,1770373216.505029,1770373217.494949,0.9898843765258789,jab,0.0,0.0,,False,0.0
1,1770373220.7797406,1770373220.2049942,1770373220.7794244,0.5743937492370605,jab,0.0,0.0,,False,0.0
2,1770373224.3785622,1770373223.8049293,1770373224.3783226,0.5733640193939209,jab,0.0,0.0,,False,0.0
