trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770371018.036402,1770371017.5229447,1770371018.036177,0.513206958770752,jab,0.0,0.0,,False,0.0
1,1770371022.6405573,1770371022.0729597,1770371022.6402972,0.5673103332519531,jab,0.0,0.0,,False,0.0
2,1770371027.6823864,1770371027.2727265,1770371027.6821592,0.40940380096435547,jab,0.0,0.0,,False,0.0
