trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770371733.7609994,1770371733.2136521,1770371733.7606804,0.5469892024993896,jab,0.0,0.0,,False,0.0
1,1770371738.4042642,1770371737.513354,1770371738.403956,0.8905706405639648,cross,0.0,0.0,,False,0.0
2,1770371742.1744692,1770371741.3133662,1770371742.1742764,0.8608849048614502,jab,0.0,0.0,,False,0.0
