trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770370556.7302985,1770370556.2040153,1770370556.72998,0.5259373188018799,cross,0.0,0.0,,False,0.0
1,1770370560.0282454,1770370559.3539362,1770370560.028022,0.6740620136260986,jab,0.0,0.0,,False,0.0
2,1770370567.00894,1770370564.6039019,1770370567.0087545,2.404829263687134,jab,0.0,0.0,,False,0.0
