trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770370994.1860783,1770370993.6228614,1770370994.1857483,0.5628519058227539,jab,0.0,0.0,,False,0.0
1,1770371000.5350792,1770370999.9729164,1770371000.5347874,0.561840295791626,jab,0.0,0.0,,False,0.0
2,1770371006.0484273,1770371005.522778,1770371006.0481372,0.5253233909606934,jab,0.0,0.0,,False,0.0
