trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770372287.4425206,1770372286.717466,1770372287.4422581,0.7247569561004639,jab,0.0,0.0,,False,0.0
