trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770376615.031648,1770376614.8137133,1770376615.0313802,0.2176380157470703,jab,0.0,0.0,,False,0.0
