trial_index,timestamp_unix,cue_time_unix,detection_time_unix,reaction_time_s,glove,confidence,velocity_mps,punch_type,imu_confirmed,baseline_velocity_mps
0,1770373183.7487679,1770373183.00505,1770373183.7484815,0.7433936595916748,jab,0.0,0.0,,False,0.0
1,1770373187.661054,1770373186.9549084,1770373187.6608486,0.7059190273284912,jab,0.0,0.0,,False,0.0
2,1770373192.3849342,1770373191.4548209,1770373192.384684,0.9298458099365234,jab,0.0,0.0,,False,0.0
