timestamp_unix,elapsed_s,drill_name,iteration,step_index,expected_action,detected_action,correct,attempts_left,failures,combo_complete,source,confidence
1770371090.1539524,1.663,1-1-2 Combo,0,1,jab,cross,0,2,1,0,color_tracking,
1770371093.552895,3.397,1-1-2 Combo,0,1,jab,jab,1,2,1,0,color_tracking,
1770371094.186838,4.031,1-1-2 Combo,0,2,jab,cross,0,1,2,0,color_tracking,
1770371098.7221746,4.534,1-1-2 Combo,0,1,jab,cross,0,0,3,0,color_tracking,
