user_id,session_timestamp,timestamp_unix,elapsed_s,drill_name,iteration,step_index,expected_action,detected_action,correct,attempts_left,failures,combo_complete,source,confidence
1,2026-02-08 12:32:19,1770525161.8888712,5.458,1-1-2 Combo,2,1,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 12:32:19,1770525164.5966132,2.705,1-1-2 Combo,2,1,jab,cross,0,0,3,0,color_tracking,
1,2026-02-08 12:33:02,1770525183.4559593,1.111,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525184.4023924,2.058,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525185.2419775,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:33:02,1770525187.4367545,2.195,1-1-2 Combo,1,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525188.438875,3.197,1-1-2 Combo,1,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525189.0373626,0.000,1-1-2 Combo,2,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:33:02,1770525192.0441232,3.007,1-1-2 Combo,2,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525192.8368158,3.799,1-1-2 Combo,2,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:33:02,1770525193.7180283,0.000,1-1-2 Combo,3,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:33:02,1770525196.6802046,2.962,1-1-2 Combo,3,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525470.9739554,1.154,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:37:49,1770525472.128269,2.316,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:37:49,1770525473.0640385,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:37:49,1770525475.6281412,2.564,1-1-2 Combo,1,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525478.0724373,2.442,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525479.0335765,3.403,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525479.9045868,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:37:49,1770525484.9957783,5.091,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525486.3745131,6.470,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:37:49,1770525487.3009715,0.000,1-1-2 Combo,3,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:37:49,1770525489.9036996,2.603,1-1-2 Combo,3,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525766.4455326,2.599,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:42:43,1770525767.6415498,3.795,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:42:43,1770525768.665916,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:42:43,1770525772.0465703,3.374,1-1-2 Combo,1,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525774.6033645,2.551,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525775.5065286,3.454,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525776.418744,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:42:43,1770525779.49813,3.079,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525781.0114625,4.593,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525781.9948983,0.000,1-1-2 Combo,3,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:42:43,1770525784.5208912,2.526,1-1-2 Combo,3,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:42:43,1770525809.9719024,27.977,1-1-2 Combo,3,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:48:42,1770526124.1077738,1.260,1-1-2 Combo,0,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 12:48:42,1770526125.3688028,1.260,1-1-2 Combo,0,1,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 12:48:42,1770526127.623985,2.252,1-1-2 Combo,0,1,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 12:48:42,1770526128.5813143,3.209,1-1-2 Combo,0,2,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 12:48:42,1770526130.6035242,0.000,1-1-2 Combo,1,3,cross,cross,1,1,2,1,color_tracking,
1,2026-02-08 12:48:58,1770526139.7406604,0.888,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:48:58,1770526140.7126462,1.860,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:48:58,1770526144.847162,5.995,1-1-2 Combo,0,3,cross,jab,0,2,1,0,color_tracking,
1,2026-02-08 12:48:58,1770526145.6751199,0.827,1-1-2 Combo,0,1,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 12:54:42,1770526483.6816428,1.330,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:54:42,1770526484.8465545,2.494,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 12:54:42,1770526485.9409735,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 12:54:42,1770526491.5424657,5.601,1-1-2 Combo,1,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526493.4762769,1.933,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526494.3850596,2.842,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526495.1424448,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:54:42,1770526497.5855618,2.443,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526498.748752,3.606,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526499.5171626,0.000,1-1-2 Combo,3,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:54:42,1770526501.5776691,2.061,1-1-2 Combo,3,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526502.6091676,3.092,1-1-2 Combo,3,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526503.3508594,0.000,1-1-2 Combo,4,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 12:54:42,1770526506.9223988,3.572,1-1-2 Combo,4,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 12:54:42,1770526508.1006958,4.750,1-1-2 Combo,4,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:10:28,1770527429.1057224,0.792,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:10:28,1770527431.0009117,2.687,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:10:28,1770527432.1454039,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:10:28,1770527435.326153,3.181,1-1-2 Combo,1,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:10:28,1770527437.5640519,5.419,1-1-2 Combo,1,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:10:28,1770527443.7707572,11.625,1-1-2 Combo,1,3,cross,jab,0,2,1,0,color_tracking,
1,2026-02-08 13:10:28,1770527448.1736605,4.402,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:10:28,1770527449.4018228,5.630,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:10:28,1770527450.5429804,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:10:28,1770527454.3779395,3.835,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:10:28,1770527455.8111722,5.268,1-1-2 Combo,2,2,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 13:10:28,1770527457.1455867,1.334,1-1-2 Combo,2,1,jab,cross,0,0,3,0,color_tracking,
1,2026-02-08 13:11:16,1770527477.95878,1.613,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:11:16,1770527479.0955245,2.750,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:11:16,1770527480.7276955,4.382,1-1-2 Combo,0,3,cross,jab,0,2,1,0,color_tracking,
1,2026-02-08 13:11:16,1770527486.1034806,5.375,1-1-2 Combo,0,1,jab,cross,0,1,2,0,color_tracking,
1,2026-02-08 13:11:16,1770527487.7049906,1.601,1-1-2 Combo,0,1,jab,jab,1,1,2,0,color_tracking,
1,2026-02-08 13:11:34,1770527495.2806427,0.936,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:11:34,1770527496.548473,2.203,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:11:34,1770527497.3700614,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:23:12,1770528197.5268455,4.612,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528198.3209548,5.406,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:23:12,1770528199.596797,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
